unique.id,cited.species,gender,considered.species,country,admin2,admin3,locality,col.start.year,col.finish.year,1.year.monthly?,lon_orig,lat_orig,mun_geocod,mun_lon,mun_lat,area.mun.km,lon_dec,lat_dec,coord.prec,loc_type_wieczorek,fonte das coordenadas,ref,obs,n
4283,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Salvaterra,Campinas and Albino,,,,48°31'W,0°46'S,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,Cited in ref/Google Earth,Castellón-Bermúdez 2009,ref. From distribution list,
4284,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Salvaterra,CEARAll,1992,1992,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,Google Earth,Collection data: IEC,,
4285,L. longipalpis,,L_longipalpis,Brazil,Pará,Salvaterra,Chiquita (localidade no Marajó?),1988,,,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,,Lainson et al. 1990,,
4286,L. complexa,,doubtful,Brazil,Pará,Salvaterra,"Chiquita, Mata, 3 casos, Marajó",1989,1989,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,,Collection data: IEC,Could not retrieve gender info,
4287,L. wellcomei/complexa,F,doubtful,Brazil,Pará,Salvaterra,"Chiquita, Mata, 3 casos, Marajó",1988,1988,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,,Collection data: IEC,,
4288,L. wellcomei/complexa,F,doubtful,Brazil,Pará,Salvaterra,"Chiquita, Mata, 3 casos, Marajó",1989,1989,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,,Collection data: IEC,,
4289,L. wellcomei/complexa,F,doubtful,Brazil,Pará,Salvaterra,"Chiquita, Mata, 3 casos, Marajó",1991,1991,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,,Collection data: IEC,,
4290,L. wellcomei/complexa,F,doubtful,Brazil,Pará,Salvaterra,"Chiquita, Mata, 3 casos, Marajó",1996,1996,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,,Collection data: IEC,,
4291,L. complexa,M,L_complexa,Brazil,Pará,Salvaterra,"Chiquita, Mata, 3 casos, Marajó",1988,1988,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,,Collection data: IEC,,
4292,L. complexa,M,L_complexa,Brazil,Pará,Salvaterra,"Chiquita, Mata, 3 casos, Marajó",1989,1989,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,,Collection data: IEC,,
4293,L. complexa,M,L_complexa,Brazil,Pará,Salvaterra,"Chiquita, Mata, 3 casos, Marajó",1996,1996,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,,Collection data: IEC,,
4294,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Salvaterra,"Chiquita, Mata, 3 casos, Marajó",1989,1989,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,Google Earth,Collection data: IEC,,
4295,L. longipalpis,,L_longipalpis,Brazil,Pará,Salvaterra,"Chiquita, Mata, 3 casos, Marajó",1989,1989,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,Google Earth,Collection data: IEC,,
4296,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Salvaterra,Fazenda Pingo D'água (perguntar ao Iorlando o município),,,0,,,1506302,-48.513187,-0.754526,1039.072,-48.513187,-0.754526,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4297,L. longipalpis,,L_longipalpis,Brazil,Pará,Salvaterra,Mangabal,1993,1993,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,Google Earth,Collection data: IEC,,
4298,L. longipalpis,,L_longipalpis,Brazil,Pará,Salvaterra,Marajó,,,,,,1506302,-48.513187,-0.754526,1039.072,-48.513187,-0.754526,3,,IBGE 2015 (Municipality admin center),Ryan 1986,,
4299,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Salvaterra,Paixão Dario,1992,1992,0,,,1506302,-48.513187,-0.754526,1039.072,-48.513187,-0.754526,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4300,L. longipalpis,,L_longipalpis,Brazil,Pará,Salvaterra,Pau Furado - Est. Do Pau Furado - Maria da Luz,1998,1998,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,Google Earth,Collection data: IEC,,
4301,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Salvaterra,"Pau furado - Est. Do Pau Furado, 14 - Maria da Luz",1998,1998,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,Google Earth,Collection data: IEC,,
4302,L. longipalpis,,L_longipalpis,Brazil,Pará,Salvaterra,Pingo D'água (Marajó),2003,,,48°03 ′ W,00°46 ′ S,1506302,-48.513187,-0.754526,1039.072,-48.513187,-0.754526,3,,IBGE 2015 (Municipality admin center),Courtenay et al. 2007,,
4303,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Salvaterra,Turaua,1995,1995,0,,,1506302,-48.513187,-0.754526,1039.072,-48.513187,-0.754526,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4304,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Salvaterra,,1991,1991,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,Google Earth,Collection data: IEC,,
4305,L. longipalpis,,L_longipalpis,Brazil,Pará,Salvaterra,,,,,,,1506302,-48.513187,-0.754526,1039.072,-48.513187,-0.754526,3,,IBGE 2015 (Municipality admin center),Azevedo et al. 2000,,
4306,L. longipalpis,,L_longipalpis,Brazil,Pará,Salvaterra,,1991,1991,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,Google Earth,Collection data: IEC,,
4307,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Santa Isabel do Pará,João Coelho,,,,,,1506500,-48.16306,-1.297396,717.662,-48.16306,-1.297396,3,,IBGE 2015 (Municipality admin center),Damasceno et al. 1949,,
4308,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Santa Isabel do Pará,João Coelho,NA (before 1978),NA (before 1978),0,,,1506500,-48.16306,-1.297396,717.662,-48.183333,-1.266667,2,,Google Earth,Martins et al. 1978,,
4309,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Santa Isabel do Pará,João Coelho,NA (before 1978),NA (before 1978),0,,,1506500,-48.16306,-1.297396,717.662,-48.16306,-1.297396,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,Ref. From distribution list,
4310,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Santa Isabel do Pará,,,,,,,1506500,-48.16306,-1.297396,717.662,-48.16306,-1.297396,3,,IBGE 2015 (Municipality admin center),Ryan 1986,"Localidades citadas em lista de distribuição, mapa com locais de coleta",
4311,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Santa Isabel do Pará,,,,,,,1506500,-48.16306,-1.297396,717.662,-48.16306,-1.297396,3,,IBGE 2015 (Municipality admin center),Ryan 1986,,
4312,L. longipalpis,,L_longipalpis,Brazil,Pará,Santarém,B. Urumari,1985,1985,0,,,1506807,-54.71857,-2.436213,17898.389,-54.694394,-2.458475,2,,Google Earth,Collection data: IEC,,
4313,L. longipalpis,,L_longipalpis,Brazil,Pará,Santarém,Camará,2010,,,54°43′W,2°25′S,1506807,-54.71857,-2.436213,17898.389,-54.725,-2.425,1,coordinates,Cited in ref,Vigoder et al. 2015,,
4314,L. longipalpis,,L_longipalpis,Brazil,Pará,Santarém,Curua Una,1985,1985,0,,,1506807,-54.71857,-2.436213,17898.389,-54.305059,-2.803127,2,,Google Earth,Collection data: IEC,,
4315,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Santarém,Diversas localidades,1995,2000,,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Feitosa et al. 2012,,
4316,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Santarém,Diversas localidades,1995,2000,,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Feitosa et al. 2012,,
4317,L. longipalpis,,L_longipalpis,Brazil,Pará,Santarém,Diversas localidades,1995,2000,,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Feitosa et al. 2012,,
4318,L. umbratilis,,L_umbratilis,Brazil,Pará,Santarém,Diversas localidades,1995,2000,,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Feitosa et al. 2012,,
4319,L. wellcomei,NA,L_wellcomei,Brazil,Pará,Santarém,Diversas localidades,1995,2000,,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Feitosa et al. 2012,Considered L. wellcomei based on other confirmed findings of the species in the same region,
4320,L. whitmani,,L_whitmani,Brazil,Pará,Santarém,Diversas localidades,1995,2000,,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Feitosa et al. 2012,,
4321,L. longipalpis,,L_longipalpis,Brazil,Pará,Santarém,Jatobá,1985,1985,0,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4322,L. umbratilis,,L_umbratilis,Brazil,Pará,Santarém,Rod. Aeroporto - Mata São Braz,1985,1985,0,,,1506807,-54.71857,-2.436213,17898.389,-54.719282,-2.441426,2,,Google Earth,Collection data: IEC,,
4323,L. whitmani,,L_whitmani,Brazil,Pará,Santarém,Saubal,,,,,,1506807,-54.71857,-2.436213,17898.389,-54.704438,-2.484678,2,,Google Earth,Ryan 1986,,
4324,L. longipalpis,,L_longipalpis,Brazil,Pará,Santarém,Saubal - galinheiro,1984,1984,0,,,1506807,-54.71857,-2.436213,17898.389,-54.704438,-2.484678,2,,Google Earth,Collection data: IEC,,
4325,L. wellcomei,M,L_wellcomei,Brazil,Pará,Santarém,Serra Aeroporto,1985,1985,0,,,1506807,-54.71857,-2.436213,17898.389,-54.719282,-2.441426,2,,,Collection data: IEC,,
4326,L. complexa,,doubtful,Brazil,Pará,Santarém,Serra do BEC,1985,1985,0,,,1506807,-54.71857,-2.436213,17898.389,-54.717049,-2.506081,2,,,Collection data: IEC,Could not retrieve gender info,
4327,L. umbratilis,,L_umbratilis,Brazil,Pará,Santarém,Serra do BEC,1985,1985,0,,,1506807,-54.71857,-2.436213,17898.389,-54.717049,-2.506081,2,,Google Earth,Collection data: IEC,,
4328,L. whitmani,,L_whitmani,Brazil,Pará,Santarém,Urumaru,,,,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Ryan 1986,,
4329,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Santarém,,,,,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Damasceno et al. 1949,,
4330,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Santarém,,NA (before 1978),NA (before 1978),0,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,Ref. From distribution list,
4331,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Santarém,,NA (before 1978),NA (before 1978),0,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,,
4332,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Santarém,,,,,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Ryan 1986,"Localidades citadas em lista de distribuição, mapa com locais de coleta",
4333,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Santarém,,,,,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Ryan 1986,,
4334,L. longipalpis,,L_longipalpis,Brazil,Pará,Santarém,,1992,1992,0,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Collection data: USP (Galati),,
4335,L. longipalpis,,L_longipalpis,Brazil,Pará,Santarém,,,,,54°41'W,2°26'S,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Hamilton et al. 2005,,
4336,L. longipalpis,,L_longipalpis,Brazil,Pará,Santarém,,NA (before 1978),NA (before 1978),0,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,,
4337,L. longipalpis,,L_longipalpis,Brazil,Pará,Santarém,,,,,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Ryan 1986,Damasceno et al. 1949,
4338,L. umbratilis,,L_umbratilis,Brazil,Pará,Santarém,,1985,1985,0,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4339,L. umbratilis,,L_umbratilis,Brazil,Pará,Santarém,,,,,,,1506807,-54.71857,-2.436213,17898.389,-54.71857,-2.436213,3,,IBGE 2015 (Municipality admin center),Ryan 1986,,
4340,L. complexa,F,L_complexa,Brazil,Pará,São Domingos do Araguaia,"Rod. Transamazônica Km 68, Marabá, Tocantinópolis (Ponto 17 em Fraiha et al 1978)",1971,1971,0,,,1507151,-48.720373,-5.549841,1392.464,-48.538458,-5.567889,2,,,Collection data: IEC,Considered L. complexa because municipality has both species,
4341,L. wellcomei,,L_wellcomei,Brazil,Pará,São Domingos do Araguaia,"Rod. Transamazônica Km 68, Marabá, Tocantinópolis (Ponto 17 em Fraiha et al 1978)",1971,1971,0,,,1507151,-48.720373,-5.549841,1392.464,-48.538458,-5.567889,2,,,Collection data: IEC,Considered L. wellcomei because municipality has both species,
4342,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,São Domingos do Capim,,,,,"47°46'23,9''W",1°46'00''S,1507201,-47.774785,-1.675815,1677.249,-47.77330556,-1.766666667,1,coordinates,"Vasconcelos-dos-Santos T, pers. comm.",Ayres 2011,,
4343,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,São Geraldo do Araguaia,Serra  das Andorinhas - Murumuru P.A.,1993,1993,0,,,1507458,-48.555712,-6.398958,3168.384,-48.55977,-6.16476,2,,,Collection data: USP (Galati),"Descrição em outra lâmina: Reserva Ambiental Murumuru, Marabá, PA (conferir se é a mesma localidade)",
4344,L. neivai,,L_neivai,Brazil,Pará,São Geraldo do Araguaia,Serra das Andorinhas,,,,,,1507458,-48.555712,-6.398958,3168.384,-48.55977,-6.16476,2,,,Andrade-Filho et al. 2007,Unpublished data from Galati,
4345,L. whitmani,,L_whitmani,Brazil,Pará,São Geraldo do Araguaia,Serra das Andorinhas,1994,1994,0,,,1507458,-48.555712,-6.398958,3168.384,-48.55977,-6.16476,2,,,Collection data: USP (Galati),,
4346,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,São Geraldo do Araguaia,"Serra das Andorinhas, Brejo dos Padres",1991,1991,0,,,1507458,-48.555712,-6.398958,3168.384,-48.55977,-6.16476,2,,,Collection data: USP (Galati),,
4347,L. longipalpis,,L_longipalpis,Brazil,Pará,São Geraldo do Araguaia,"Serra das Andorinhas, Brejo dos Padres",1991,1991,0,,,1507458,-48.555712,-6.398958,3168.384,-48.55977,-6.16476,2,,,Collection data: USP (Galati),,
4348,L. longipalpis,,L_longipalpis,Brazil,Pará,São Geraldo do Araguaia,"Serra das Andorinhas, Casa de Pedra Mata",1993,1993,0,,,1507458,-48.555712,-6.398958,3168.384,-48.55977,-6.16476,2,,,Collection data: USP (Galati),,
4349,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,São Geraldo do Araguaia,"Serra das Andorinhas, Murumuru",1994,1994,0,,,1507458,-48.555712,-6.398958,3168.384,-48.55977,-6.16476,2,,,Collection data: USP (Galati),,
4350,L. complexa,,doubtful,Brazil,Pará,São Geraldo do Araguaia,,1982,1982,0,,,1507458,-48.555712,-6.398958,3168.384,-48.555712,-6.398958,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),Could not retrieve gender info,
4351,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,São Geraldo do Araguaia,,,,,,,1507458,-48.555712,-6.398958,3168.384,-48.555712,-6.398958,3,,IBGE 2015 (Municipality admin center),Castellón-Bermúdez 2009,Ref. From distribution list,
4352,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,São Geraldo do Araguaia,,1982,1982,0,,,1507458,-48.555712,-6.398958,3168.384,-48.555712,-6.398958,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),,
4353,L. umbratilis,,L_umbratilis,Brazil,Pará,São Geraldo do Araguaia,,1982,1982,0,,,1507458,-48.555712,-6.398958,3168.384,-48.555712,-6.398958,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),,
4354,L. whitmani,,L_whitmani,Brazil,Pará,São Geraldo do Araguaia,,1982,1982,0,,,1507458,-48.555712,-6.398958,3168.384,-48.555712,-6.398958,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),,
4355,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,São Miguel do Guamá,,,,,,,1507607,-47.482409,-1.617136,1110.175,-47.482409,-1.617136,3,,IBGE 2015 (Municipality admin center),Damasceno et al. 1949,,
4356,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,São Miguel do Guamá,,NA (before 1978),NA (before 1978),0,,,1507607,-47.482409,-1.617136,1110.175,-47.482409,-1.617136,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,Ref. From distribution list,
4357,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,São Miguel do Guamá,,NA (before 1978),NA (before 1978),0,,,1507607,-47.482409,-1.617136,1110.175,-47.482409,-1.617136,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,,
4358,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,São Miguel do Guamá,,,,,,,1507607,-47.482409,-1.617136,1110.175,-47.482409,-1.617136,3,,IBGE 2015 (Municipality admin center),Mascarenhas et al. 2010 (relatórios),,
4359,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,São Miguel do Guamá,,,,,,,1507607,-47.482409,-1.617136,1110.175,-47.482409,-1.617136,3,,IBGE 2015 (Municipality admin center),Ryan 1986,"Localidades citadas em lista de distribuição, mapa com locais de coleta",
4360,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,São Miguel do Guamá,,,,,,,1507607,-47.482409,-1.617136,1110.175,-47.482409,-1.617136,3,,IBGE 2015 (Municipality admin center),Ryan 1986,,
4361,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Senador José Porfírio,Arroz Cru,2012,,,"51°53'54,6''W","3°30'45,8''S",1507805,-51.953056,-2.59485,14419.916,-51.8985,-3.512722222,1,coordinates,"Vasconcelos-dos-Santos T, pers. comm.",Unpublished data Instituto Evandro Chagas,,
4362,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Senador José Porfírio,Ilha da Fazenda,2012,,,"51°55'34,6''W","3°33'51,4''S",1507805,-51.953056,-2.59485,14419.916,-51.92627778,-3.564277778,1,coordinates,"Vasconcelos-dos-Santos T, pers. comm.",Unpublished data Instituto Evandro Chagas,,
4363,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Senador José Porfírio,Vila Ressaca,2013,2013,0,,,1507805,-51.953056,-2.59485,14419.916,-51.884881,-3.631403,1,coordinates,IEC field reports,Collection data: IEC,Projeto Belo Monte,
4364,L. migonei,,L_migonei,Brazil,Pará,Senador José Porfírio,Vila Ressaca,2013,2013,0,,,1507805,-51.953056,-2.59485,14419.916,-51.884881,-3.631403,1,coordinates,IEC field reports,Collection data: IEC,Projeto Belo Monte,
4365,L. whitmani,,L_whitmani,Brazil,Pará,Senador José Porfírio,Vila Ressaca,2013,2013,0,,,1507805,-51.953056,-2.59485,14419.916,-51.884881,-3.631403,1,coordinates,IEC field reports,Collection data: IEC,Projeto Belo Monte,
4366,L. longipalpis,,L_longipalpis,Brazil,Pará,Soure,Marajó,1983,1983,0,,,1507904,-48.516013,-0.725926,3517.318,-48.516013,-0.725926,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4367,L. longipalpis,,L_longipalpis,Brazil,Pará,Soure,Marajó,,,,,,1507904,-48.516013,-0.725926,3517.318,-48.516013,-0.725926,3,,IBGE 2015 (Municipality admin center),Ryan 1986,,
4368,L. longipalpis,,L_longipalpis,Brazil,Pará,Tailândia,Manaíra,1997,1997,0,,,1507953,-48.951282,-2.93708,4430.222,-48.951282,-2.93708,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4369,L. complexa,M,L_complexa,Brazil,Pará,Tailândia,,1979,1979,0,,,1507953,-48.951282,-2.93708,4430.222,-48.951282,-2.93708,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4370,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Tracuateua,Linha 1 (P3),2014,,,,,1508035,-46.899478,-1.068784,934.272,-46.956659,-1.243073,1,coordinates,Carvalho BM field reports,Bruno Carvalho col,,
4371,L. complexa,,doubtful,Brazil,Pará,Trairão,"Rod Santarém-Cuiabá, Km 33, ao Sul da Transamazônica",1982,1982,0,,,1508050,-55.99617,-4.699819,11991.085,-55.934451,-4.597751,2,,,Collection data: IEC,Could not retrieve gender info,
4372,L. complexa,M,L_complexa,Brazil,Pará,Trairão,"Rod Santarém-Cuiabá, Km 33, ao Sul da Transamazônica",1982,1982,0,,,1508050,-55.99617,-4.699819,11991.085,-55.934451,-4.597751,2,,,Collection data: IEC,,
4373,L. wellcomei,M,L_wellcomei,Brazil,Pará,Trairão,"Rod Santarém-Cuiabá, Km 33, ao Sul da Transamazônica",1982,1982,0,,,1508050,-55.99617,-4.699819,11991.085,-55.934451,-4.597751,2,,,Collection data: IEC,,
4374,L. complexa,MF,L_complexa,Brazil,Pará,Tucuruí,Área atualmente inundada pelo reservatório da UHE de Tucuruí,1983,1984,,,,1508100,-49.667184,-3.766889,2086.189,-49.667184,-3.766889,3,,IBGE 2015 (Municipality admin center),Ryan et al. 1987,,
4375,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Tucuruí,Área atualmente inundada pelo reservatório da UHE de Tucuruí,1983,1984,,49°30'00''W,5°00'00''S,1508100,-49.667184,-3.766889,2086.189,-49.667184,-3.766889,3,,IBGE 2015 (Municipality admin center),Ryan et al. 1987,mapa com PONTOS DE COLETA,
4376,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Tucuruí,Área atualmente inundada pelo reservatório da UHE de Tucuruí,1983,1984,,49°30'00''W,5°00'00''S,1508100,-49.667184,-3.766889,2086.189,-49.667184,-3.766889,3,,IBGE 2015 (Municipality admin center),Ryan et al. 1987,,
4377,L. umbratilis,,L_umbratilis,Brazil,Pará,Tucuruí,Área atualmente inundada pelo reservatório da UHE de Tucuruí,1983,1984,,49°30'00''W,5°00'00''S,1508100,-49.667184,-3.766889,2086.189,-49.667184,-3.766889,3,,IBGE 2015 (Municipality admin center),Ryan et al. 1987,,
4378,L. wellcomei/complexa,F,doubtful,Brazil,Pará,Tucuruí,Base 4,1987,1987,0,,,1508100,-49.667184,-3.766889,2086.189,-49.694124,-3.82993,2,,,Collection data: IEC,,
4379,L. whitmani,,L_whitmani,Brazil,Pará,Tucuruí,Base 4 ,,,,,,1508100,-49.667184,-3.766889,2086.189,-49.694124,-3.82993,2,,,Ryan 1986,,
4380,L. umbratilis,,L_umbratilis,Brazil,Pará,Tucuruí,"Base 4, Fazenda Urumathema",,,,,,1508100,-49.667184,-3.766889,2086.189,-49.667184,-3.766889,3,,IBGE 2015 (Municipality admin center),Ryan 1986,,
