unique.id,cited.species,gender,considered.species,country,admin2,admin3,locality,col.start.year,col.finish.year,1.year.monthly?,lon_orig,lat_orig,mun_geocod,mun_lon,mun_lat,area.mun.km,lon_dec,lat_dec,coord.prec,loc_type_wieczorek,fonte das coordenadas,ref,obs,n
4168,L. wellcomei/complexa,MF,doubtful,Brazil,Pará,Parauapebas,Carajás - mesma área de Ward et al 1973,1983,1984,,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Ryan et al. 1987,,
4169,L. wellcomei,F,doubtful,Brazil,Pará,Parauapebas,Carajás - N1,1985,1985,0,,,1505536,-49.900781,-6.07273,6886.208,-49.900781,-6.07273,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4170,L. wellcomei/complexa,F,doubtful,Brazil,Pará,Parauapebas,Carajás - N1,1982,1982,0,,,1505536,-49.900781,-6.07273,6886.208,-49.900781,-6.07273,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4171,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - N1,1984,1984,0,,,1505536,-49.900781,-6.07273,6886.208,-49.900781,-6.07273,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4172,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - N1 Gruta,1985,1985,0,,,1505536,-49.900781,-6.07273,6886.208,-49.900781,-6.07273,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4173,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,Carajás - N2 (point 5 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Ready et al. 1984,(complexus and wellcomei),
4174,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - N2 (point 5 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Ready et al. 1984,(complexus and wellcomei),
4175,L. wellcomei/complexa,F,doubtful,Brazil,Pará,Parauapebas,Carajás - N2 (Ward et al 1973),1983,1983,0,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Collection data: IEC,,
4176,L. wellcomei/complexa,F,doubtful,Brazil,Pará,Parauapebas,Carajás - N2 (Ward et al 1973),1985,1985,0,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Collection data: IEC,,
4177,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,Carajás - N2 (Ward et al 1973),1983,1983,0,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Collection data: IEC,,
4178,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,Carajás - N2 (Ward et al 1973),1984,1984,0,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Collection data: IEC,,
4179,L. migonei,,L_migonei,Brazil,Pará,Parauapebas,Carajás - N2 (Ward et al 1973),1983,1983,0,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,Google Earth,Collection data: IEC,,
4180,L. umbratilis,,L_umbratilis,Brazil,Pará,Parauapebas,Carajás - N2 (Ward et al 1973),1983,1983,0,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,Google Earth,Collection data: IEC,,
4181,L. wellcomei,F,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - N2 (Ward et al 1973),1983,1983,0,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Collection data: IEC,,
4182,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - N2 (Ward et al 1973),1983,1983,0,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Collection data: IEC,,
4183,L. wellcomei,F,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - N2 (Ward et al 1973),1984,1984,0,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Collection data: IEC,,
4184,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - N2 (Ward et al 1973),1984,1984,0,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Collection data: IEC,,
4185,L. wellcomei,F,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - N2 (Ward et al 1973),1985,1985,0,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Collection data: IEC,,
4186,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - N2 (Ward et al 1973),1990,1990,0,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Collection data: IEC,,
4187,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - N2 (Ward et al 1973),1992,1992,0,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Collection data: IEC,,
4188,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - Núcleo Urbano,1983,1983,0,,,1505536,-49.900781,-6.07273,6886.208,-50.068595,-6.071662,2,,,Collection data: IEC,,
4189,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - Núcleo Urbano,1990,1990,0,,,1505536,-49.900781,-6.07273,6886.208,-50.068595,-6.071662,2,,,Collection data: IEC,,
4190,L. complexa,,L_complexa,Brazil,Pará,Parauapebas,Carajás - Parque Zoobotânico,2006,2006,0,,,1505536,-49.900781,-6.07273,6886.208,-50.0633361,-6.058639,1,coordinates,Cited in ref,Collection data: IEC,Considered L. complexa because Serra dos Carajás has both species,
4191,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Parauapebas,Carajás - Parque Zoobotânico,2006,2006,0,,,1505536,-49.900781,-6.07273,6886.208,-50.0633361,-6.058639,1,coordinates,IEC field reports,Collection data: IEC,,
4192,L. migonei,,L_migonei,Brazil,Pará,Parauapebas,Carajás - Parque Zoobotânico,2006,2006,0,,,1505536,-49.900781,-6.07273,6886.208,-50.0633361,-6.058639,1,coordinates,IEC field reports,Collection data: IEC,,
4193,L. umbratilis,,L_umbratilis,Brazil,Pará,Parauapebas,Carajás - Parque Zoobotânico,2006,2006,0,,,1505536,-49.900781,-6.07273,6886.208,-50.0633361,-6.058639,1,coordinates,IEC field reports,Collection data: IEC,,
4194,L. wellcomei,,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - Parque Zoobotânico,2006,2006,0,,,1505536,-49.900781,-6.07273,6886.208,-50.0633361,-6.058639,1,coordinates,Cited in ref,Collection data: IEC,Considered L. wellcomei because Serra dos Carajás has both species,
4195,L. whitmani,,L_whitmani,Brazil,Pará,Parauapebas,Carajás - Parque Zoobotânico,2006,2006,0,,,1505536,-49.900781,-6.07273,6886.208,-50.0633361,-6.058639,1,coordinates,IEC field reports,Collection data: IEC,,
4196,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,Carajás - Rio Itacaiunas,1983,1983,0,,,1505536,-49.900781,-6.07273,6886.208,-50.477662,-5.87636,2,,,Collection data: IEC,Ready confirmed that this locality has only L. complexa (based on Ready et al 1984),
4197,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,Carajás - Rio Itacaiunas (points 6/7 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-50.477662,-5.87636,2,,,Ready et al. 1984,Ready confirmed that this locality has only L. complexa (based on Ready et al 1984),
4198,L. complexa,,doubtful,Brazil,Pará,Parauapebas,Carajás - Serra Norte,1985,1985,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,,Collection data: IEC,Could not retrieve gender info,
4199,L. wellcomei/complexa,F,doubtful,Brazil,Pará,Parauapebas,Carajás - Serra Norte,1970,1970,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,,Collection data: IEC,,
4200,L. umbratilis,,L_umbratilis,Brazil,Pará,Parauapebas,Carajás - Serra Norte,1985,1985,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,Google Earth,Collection data: IEC,,
4201,L. wellcomei,F,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - Serra Norte,1968,1968,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,,Collection data: IEC,,
4202,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - Serra Norte,1968,1968,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,,Collection data: IEC,,
4203,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - Serra Norte,1970,1970,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,,Collection data: IEC,,
4204,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - Serra Norte,1985,1985,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,,Collection data: IEC,,
4205,L. wellcomei/complexa,F,doubtful,Brazil,Pará,Parauapebas,"Carajás - Serra Norte, Est. do Paranapanema",1983,1983,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,,Collection data: IEC,,
4206,L. wellcomei/complexa,F,doubtful,Brazil,Pará,Parauapebas,"Carajás - Serra Norte, Est. do Paranapanema",1985,1985,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,,Collection data: IEC,,
4207,L. wellcomei/complexa,F,doubtful,Brazil,Pará,Parauapebas,"Carajás - Serra Norte, Est. do Paranapanema",1991,1991,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,,Collection data: IEC,,
4208,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,"Carajás - Serra Norte, Est. do Paranapanema",1991,1991,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,,Collection data: IEC,,
4209,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,Carajás - x1 (point 4 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-50.243928,-6.069698,2,,,Ready et al. 1984,(complexus and wellcomei),
4210,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - x1 (point 4 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-50.243928,-6.069698,2,,,Ready et al. 1984,(complexus and wellcomei),
4211,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,Carajás - x2 (point 3 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-50.234426,-6.081619,2,,,Ready et al. 1984,(complexus and wellcomei),
4212,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - x2 (point 3 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-50.234426,-6.081619,2,,,Ready et al. 1984,(complexus and wellcomei),
4213,L. complexa,M,L_complexa,Brazil,Pará,Parauapebas,Carajás - x3 (point 2 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-49.979091,-6.100499,2,,,Ready et al. 1984,(complexus and wellcomei),
4214,L. wellcomei,M,L_wellcomei,Brazil,Pará,Parauapebas,Carajás - x3 (point 2 on ref),1982,,,,,1505536,-49.900781,-6.07273,6886.208,-49.979091,-6.100499,2,,,Ready et al. 1984,(complexus and wellcomei),
4215,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Parauapebas,"Carajás, H7",1985,1985,0,,,1505536,-49.900781,-6.07273,6886.208,-49.900781,-6.07273,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4216,L. umbratilis,,L_umbratilis,Brazil,Pará,Parauapebas,"Carajás, H7",1985,1985,0,,,1505536,-49.900781,-6.07273,6886.208,-49.900781,-6.07273,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4217,L. umbratilis,,L_umbratilis,Brazil,Pará,Parauapebas,"Carajás, N1 Gruta",1985,1985,0,,,1505536,-49.900781,-6.07273,6886.208,-49.900781,-6.07273,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
4218,L. umbratilis,,L_umbratilis,Brazil,Pará,Parauapebas,"Carajás, Ramal Novo",1987,1987,0,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Collection data: IEC,,
4219,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Parauapebas,"Carajás, Serra Norte, Est. do Paranapanema",1991,1991,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,,Collection data: IEC,,
4220,L. umbratilis,,L_umbratilis,Brazil,Pará,Parauapebas,"Carajás, Serra Norte, Est. do Paranapanema",1991,1991,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,,Collection data: IEC,,
4221,L. whitmani,,L_whitmani,Brazil,Pará,Parauapebas,"Carajás, Serra Norte, Est. do Paranapanema",1991,1991,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,,Collection data: IEC,,
4222,L. longipalpis,,L_longipalpis,Brazil,Pará,Parauapebas,Gruta,2010,2010,0,,,1505536,-49.900781,-6.07273,6886.208,-49.900781,-6.07273,3,,IBGE 2015 (Municipality admin center),Collection data: USP (Galati),,
4223,L. longipalpis,,L_longipalpis,Brazil,Pará,Parauapebas,Gruta S11-D55 - FLONA Carajás,2007,2007,0,,,1505536,-49.900781,-6.07273,6886.208,-49.900781,-6.07273,3,,IBGE 2015 (Municipality admin center),Collection data: USP (Galati),,
4224,L. umbratilis,,L_umbratilis,Brazil,Pará,Parauapebas,"H7, Carajás",,,,,,1505536,-49.900781,-6.07273,6886.208,-49.900781,-6.07273,3,,IBGE 2015 (Municipality admin center),Ryan 1986,,
4225,L. migonei,,L_migonei,Brazil,Pará,Parauapebas,"N2, Carajás",,,,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Ryan 1986,,
4226,L. umbratilis,,L_umbratilis,Brazil,Pará,Parauapebas,"N2, Carajás",,,,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Ryan 1986,,
4227,L. whitmani,,L_whitmani,Brazil,Pará,Parauapebas,"N2, Carajás",,,,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Ryan 1986,,
4228,L. longipalpis,,L_longipalpis,Brazil,Pará,Parauapebas,"N5, Carajás",,,,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Ryan 1986,,
4229,L. umbratilis,,L_umbratilis,Brazil,Pará,Parauapebas,"N5, Carajás",,,,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Ryan 1986,,
4230,L. whitmani,,L_whitmani,Brazil,Pará,Parauapebas,"N5, Carajás",,,,,,1505536,-49.900781,-6.07273,6886.208,-50.260561,-6.049934,2,,,Ryan 1986,,
4231,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Parauapebas,Serra dos Carajás,1975,1975,0,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Collection data: IEC,,
4232,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Parauapebas,Serra dos Carajás,1991,,,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Lainson et al. 1992,,
4233,L. flaviscutellata,F,L_flaviscutellata,Brazil,Pará,Parauapebas,Serra dos Carajás,1991,,,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Lainson et al. 1992,,
4234,L. umbratilis,,L_umbratilis,Brazil,Pará,Parauapebas,Serra dos Carajás,1991,,,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Lainson et al. 1992,,
4235,L. whitmani,,L_whitmani,Brazil,Pará,Parauapebas,Serra dos Carajás,,,,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Ishikawa et al. 1999,,
4236,L. whitmani,,L_whitmani,Brazil,Pará,Parauapebas,Serra dos Carajás,1991,,,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Lainson et al. 1992,,
4237,L. whitmani,,L_whitmani,Brazil,Pará,Parauapebas,Serra dos Carajás,,,,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Rangel et al. 1996,,
4238,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Parauapebas,Serra dos Carajás (mesma área de Ward et al 1973),1983,1984,,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Ryan et al. 1987,mapa com PONTOS DE COLETA,
4239,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Parauapebas,Serra dos Carajás (mesma área de Ward et al 1973),1983,1984,,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Ryan et al. 1987,,
4240,L. umbratilis,,L_umbratilis,Brazil,Pará,Parauapebas,Serra dos Carajás (mesma área de Ward et al 1973),1983,1984,,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Ryan et al. 1987,,
4241,L. whitmani,,L_whitmani,Brazil,Pará,Parauapebas,Serra dos Carajás (mesma área de Ward et al 1973),1983,1984,,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Ryan et al. 1987,,
4242,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Parauapebas,Serra dos Carajás (Ward et al 1973),,,,,,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Lewis 1975a,descrição taxonômica,
4243,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Parauapebas,"Serra dos Carajás, descrição detalhada no artigo",1970,1971,,50°18'W,6°S,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,Cited in ref/Google Earth,Ward et al. 1973,mapa com localidade de coleta,
4244,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Parauapebas,"Serra dos Carajás, descrição detalhada no artigo",1970,1971,,50°18'W,6°S,1505536,-49.900781,-6.07273,6886.208,-50.308333,-6.008333,2,,,Ward et al. 1973,,
4245,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Parauapebas,"Serra dos Carajás, localidades: zoológico de Parauapebas (PONTO) e/ou comunidades Vila Sansão e Paulo Fonteles e/ou Floresta Nacional Tapirapé-Aquiri",2005,2007,,,,1505536,-49.900781,-6.07273,6886.208,-50.059324,-6.062342,2,,Google Earth,Souza et al. 2010,,
4246,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Parauapebas,"Serra dos Carajás, localidades: zoológico de Parauapebas (PONTO) e/ou comunidades Vila Sansão e Paulo Fonteles e/ou Floresta Nacional Tapirapé-Aquiri",2005,2007,,,,1505536,-49.900781,-6.07273,6886.208,-50.059324,-6.062342,2,,,Souza et al. 2010,,
4247,L. migonei,,L_migonei,Brazil,Pará,Parauapebas,"Serra dos Carajás, localidades: zoológico de Parauapebas (PONTO) e/ou comunidades Vila Sansão e Paulo Fonteles e/ou Floresta Nacional Tapirapé-Aquiri",2005,2007,,,,1505536,-49.900781,-6.07273,6886.208,-50.059324,-6.062342,2,,,Souza et al. 2010,,
4248,L. umbratilis,,L_umbratilis,Brazil,Pará,Parauapebas,"Serra dos Carajás, localidades: zoológico de Parauapebas (PONTO) e/ou comunidades Vila Sansão e Paulo Fonteles e/ou Floresta Nacional Tapirapé-Aquiri",2005,2007,,,,1505536,-49.900781,-6.07273,6886.208,-50.059324,-6.062342,2,,,Souza et al. 2010,,
4249,L. whitmani,,L_whitmani,Brazil,Pará,Parauapebas,"Serra dos Carajás, localidades: zoológico de Parauapebas (PONTO) e/ou comunidades Vila Sansão e Paulo Fonteles e/ou Floresta Nacional Tapirapé-Aquiri",2005,2007,,,,1505536,-49.900781,-6.07273,6886.208,-50.059324,-6.062342,2,,,Souza et al. 2010,,
4250,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Parauapebas,"Serra Norte, Área C, A3 (Serra dos Carajás)",1970,1970,0,,,1505536,-49.900781,-6.07273,6886.208,-50.176637,-6.084294,2,,,Collection data: IEC,,
4251,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Peixe-Boi,,,,,,,1505601,-47.317927,-1.189569,450.222,-47.317927,-1.189569,3,,IBGE 2015 (Municipality admin center),Damasceno et al. 1949,,
4252,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Peixe-Boi,,NA (before 1978),NA (before 1978),0,,,1505601,-47.317927,-1.189569,450.222,-47.317927,-1.189569,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,Ref. From distribution list,
4253,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Peixe-Boi,,NA (before 1978),NA (before 1978),0,,,1505601,-47.317927,-1.189569,450.222,-47.317927,-1.189569,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,,
4254,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Peixe-Boi,,,,,,,1505601,-47.317927,-1.189569,450.222,-47.317927,-1.189569,3,,IBGE 2015 (Municipality admin center),Mascarenhas et al. 2010 (relatórios),,
4255,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Peixe-Boi,,,,,,,1505601,-47.317927,-1.189569,450.222,-47.317927,-1.189569,3,,IBGE 2015 (Municipality admin center),Ryan 1986,"Localidades citadas em lista de distribuição, mapa com locais de coleta",
4256,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Peixe-Boi,,,,,,,1505601,-47.317927,-1.189569,450.222,-47.317927,-1.189569,3,,IBGE 2015 (Municipality admin center),Ryan 1986,,
4257,L. longipalpis,,L_longipalpis,Brazil,Pará,Redenção,Setor Jardim Viviane,2014,2014,0,,,1506138,-50.029642,-8.027605,3823.809,-50.003861,-8.046417,1,coordinates,"Vasconcelos-dos-Santos T, unpublished reports",Collection data: IEC,,
4258,L. whitmani,,L_whitmani,Brazil,Pará,Redenção,Setor Jardim Viviane,2014,2014,0,,,1506138,-50.029642,-8.027605,3823.809,-50.003861,-8.046417,1,coordinates,"Vasconcelos-dos-Santos T, unpublished reports",Collection data: IEC,,
4259,L. longipalpis,,L_longipalpis,Brazil,Pará,Redenção,Setor Santos Dumont,2014,2014,0,,,1506138,-50.029642,-8.027605,3823.809,-50.02033,-8.049333,1,coordinates,"Vasconcelos-dos-Santos T, unpublished reports",Collection data: IEC,,
4260,L. complexa,M,L_complexa,Brazil,Pará,Rurópolis,Pte Medici - Itaituba,1973,1973,0,,,1506195,-54.905862,-4.099065,7021.321,-54.843166,-4.102487,2,,,Collection data: IEC,,
4261,L. umbratilis,,L_umbratilis,Brazil,Pará,Rurópolis,Pte Medici - Itaituba,1973,1973,0,,,1506195,-54.905862,-4.099065,7021.321,-54.843166,-4.102487,2,,,Collection data: IEC,,
4262,L. wellcomei,M,L_wellcomei,Brazil,Pará,Rurópolis,Pte Medici - Itaituba,1973,1973,0,,,1506195,-54.905862,-4.099065,7021.321,-54.843166,-4.102487,2,,,Collection data: IEC,,
4263,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Rurópolis,Pte Medici-Itaituba,1973,1973,0,,,1506195,-54.905862,-4.099065,7021.321,-54.843166,-4.102487,2,,,Collection data: IEC,,
4264,L. complexa,F,doubtful,Brazil,Pará,Rurópolis,Rod Santarém - Cuiabá km 211,1973,1973,0,,,1506195,-54.905862,-4.099065,7021.321,-54.9183,-4.0443,2,,,Collection data: IEC,,
4265,L. complexa,,doubtful,Brazil,Pará,Rurópolis,Rod Santarém - Cuiabá km 211,1975,1975,0,,,1506195,-54.905862,-4.099065,7021.321,-54.9183,-4.0443,2,,,Collection data: IEC,Could not retrieve gender info,
4266,L. complexa,F,doubtful,Brazil,Pará,Rurópolis,Rod. Itaituba-Altamira (Transamazônica) km 112,1971,1971,0,,,1506195,-54.905862,-4.099065,7021.321,-55.4568,-4.188,2,,,Collection data: IEC,,
4267,L. umbratilis,,L_umbratilis,Brazil,Pará,Rurópolis,Rodovia Transamazônica entre Itaituba e Altamira Km 112,,,,,,1506195,-54.905862,-4.099065,7021.321,-55.4568,-4.188,2,,,Ryan 1986,,
4268,L. complexa,F,doubtful,Brazil,Pará,Rurópolis,"Rodovia Transamazônica km 112, Itaituba-Altamira (Ponto 8 no mapa)",NA (mid-1970s),NA (mid-1970s),0,,,1506195,-54.905862,-4.099065,7021.321,-55.4568,-4.188,2,,,Fraiha et al. 1978,,
4269,L. complexa,F,L_complexa,Brazil,Pará,Rurópolis,"Rodovia Transamazônica km 211, Santarém-Cuiabá (Ponto 9 no mapa)",NA (mid-1970s),NA (mid-1970s),0,,,1506195,-54.905862,-4.099065,7021.321,-54.9183,-4.0443,2,,,Fraiha et al. 1978,Thiago confirmed that this area (FLONA Tapajós) has both species,
4270,L. wellcomei,,L_wellcomei,Brazil,Pará,Rurópolis,"Rodovia Transamazônica km 211, Santarém-Cuiabá (Ponto 9 no mapa)",NA (mid-1970s),NA (mid-1970s),0,,,1506195,-54.905862,-4.099065,7021.321,-54.9183,-4.0443,2,,,Fraiha et al. 1978,Thiago confirmed that this area (FLONA Tapajós) has both species,
4271,L. umbratilis,,L_umbratilis,Brazil,Pará,Rurópolis,Rurópolis Presidente Médice e Agrópolis,,,,,,1506195,-54.905862,-4.099065,7021.321,-54.843166,-4.102487,2,,,Ryan 1986,Fraiha et al. 1978,
4272,L. complexa,F,doubtful,Brazil,Pará,Rurópolis,Rurópolis Presidente Médici  (Ponto 10 no mapa),NA (mid-1970s),NA (mid-1970s),0,,,1506195,-54.905862,-4.099065,7021.321,-54.843166,-4.102487,2,,,Fraiha et al. 1978,,
4273,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Rurópolis,Rurópolis Presidente Médici  (Ponto 10 no mapa),,,,,,1506195,-54.905862,-4.099065,7021.321,-54.843166,-4.102487,2,,Google Earth,Fraiha et al. 1978,mapa com pontos de coleta. Georreferenciar.,
4274,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Rurópolis,Rurópolis Presidente Médici  (Ponto 10 no mapa),,,,,,1506195,-54.905862,-4.099065,7021.321,-54.843166,-4.102487,2,,,Fraiha et al. 1978,,
4275,L. umbratilis,,L_umbratilis,Brazil,Pará,Rurópolis,Santarém - Cuiabá Km 211,,,,,,1506195,-54.905862,-4.099065,7021.321,-54.9183,-4.0443,2,,,Ryan 1986,,
4276,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Rurópolis,,,,,,,1506195,-54.905862,-4.099065,7021.321,-54.905862,-4.099065,3,,IBGE 2015 (Municipality admin center),Ryan 1986,"Localidades citadas em lista de distribuição, mapa com locais de coleta",
4277,L. complexa,M,L_complexa,Brazil,Pará,Salvaterra,Albino,1991,1991,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,,Collection data: IEC,,
4278,L. longipalpis,,L_longipalpis,Brazil,Pará,Salvaterra,Bacabal,1997,1997,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,Google Earth,Collection data: IEC,,
4279,L. longipalpis,,L_longipalpis,Brazil,Pará,Salvaterra,Camará - Marajó. Cachoeira do Arari,1983,1983,0,,,1506302,-48.513187,-0.754526,1039.072,-48.605528,-0.941802,2,,Google Earth,Collection data: IEC,,
4280,L. flaviscutellata,,L_flaviscutellata,Brazil,Pará,Salvaterra,Campina,1995,1995,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,Google Earth,Collection data: IEC,,
4281,L. longipalpis,,L_longipalpis,Brazil,Pará,Salvaterra,Campina,1982,1982,0,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,Google Earth,Collection data: IEC,,
4282,L. longipalpis,,L_longipalpis,Brazil,Pará,Salvaterra,Campina,1982,,,,,1506302,-48.513187,-0.754526,1039.072,-48.525,-0.775,2,,,Lainson et al. 1983,,
