unique.id,cited.species,gender,considered.species,country,admin2,admin3,locality,col.start.year,col.finish.year,1.year.monthly?,lon_orig,lat_orig,mun_geocod,mun_lon,mun_lat,area.mun.km,lon_dec,lat_dec,coord.prec,loc_type_wieczorek,fonte das coordenadas,ref,year_of_pub,obs,n
4456,L. longipalpis,,L_longipalpis,Brazil,Paraíba,Baía da Traição,"Baía da Traição, dentro de maloca indígena, perto de S. Miguel",1977,1977,0,,,2501401,-34.949931,-6.679529,102.242,-34.9449,-6.68887,2,,,Collection data: INPA (Rui Freitas),,,
4457,L. longipalpis,,L_longipalpis,Brazil,Paraíba,Caiçara,,NA (before 1978),NA (before 1978),0,,,2503605,-35.469114,-6.61747,127.914,-35.469114,-6.61747,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4458,L. longipalpis,,L_longipalpis,Brazil,Paraíba,Conde,Nossa Senhora das Neves,1998,,,,,2504603,-34.907151,-7.263572,172.95,-34.908712,-7.258109,2,,,Silans et al. 1998,1998,,
4459,L. longipalpis,,L_longipalpis,Brazil,Paraíba,Itabaiana,,NA (before 1978),NA (before 1978),0,,,2506905,-35.337533,-7.330932,218.915,-35.337533,-7.330932,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4460,L. longipalpis,,L_longipalpis,Brazil,Paraíba,Itaporanga,,NA (before 1978),NA (before 1978),0,,,2507002,-38.152573,-7.30398,468.059,-38.152573,-7.30398,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4461,L. longipalpis,,L_longipalpis,Brazil,Paraíba,João Pessoa,Povoado Praia,1973,1973,0,,,2507507,-34.873385,-7.149382,211.475,-34.873385,-7.149382,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
4462,L. longipalpis,,L_longipalpis,Brazil,Paraíba,João Pessoa,SÍtio Água Fria,1973,1973,0,,,2507507,-34.873385,-7.149382,211.475,-34.873385,-7.149382,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
4463,L. longipalpis,,L_longipalpis,Brazil,Paraíba,João Pessoa,SÍtio Cabelo,1973,1973,0,,,2507507,-34.873385,-7.149382,211.475,-34.873385,-7.149382,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
4464,L. longipalpis,,L_longipalpis,Brazil,Paraíba,João Pessoa,Sítio Piras D'agua,1973,1973,0,,,2507507,-34.873385,-7.149382,211.475,-34.873385,-7.149382,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
4466,L. longipalpis,,L_longipalpis,Brazil,Paraíba,João Pessoa,,NA (before 1978),NA (before 1978),0,,,2507507,-34.873385,-7.149382,211.475,-34.873385,-7.149382,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4468,L. whitmani,,L_whitmani,Brazil,Paraíba,João Pessoa,,NA (before 1978),NA (before 1978),0,,,2507507,-34.873385,-7.149382,211.475,-34.873385,-7.149382,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4470,L. longipalpis,,L_longipalpis,Brazil,Paraíba,Marcação,"Baía da Traição, Camarupim",1977,1977,0,,,2509057,-35.013924,-6.770054,123.262,-34.94575,-6.7446,2,,,Collection data: INPA (Rui Freitas),,,
4475,L. intermedia,,L_intermedia,Brazil,Paraná,Adrianópolis,Laranjal,1997,,,,,4100202,-48.991755,-24.66169,1349.331,-48.9733,-24.68783,2,,,de Castro et al. 2005,2005,,
4476,L. intermedia,,L_intermedia,Brazil,Paraná,Adrianópolis,Perau,1997,,,,,4100202,-48.991755,-24.66169,1349.331,-48.991755,-24.66169,3,,IBGE 2015 (Municipality admin center),de Castro et al. 2005,2005,,
4477,L. migonei,,L_migonei,Brazil,Paraná,Adrianópolis,Perau,1997,,,,,4100202,-48.991755,-24.66169,1349.331,-48.991755,-24.66169,3,,IBGE 2015 (Municipality admin center),de Castro et al. 2005,2005,,
4478,L. whitmani,,L_whitmani,Brazil,Paraná,Adrianópolis,Perau,1997,,,,,4100202,-48.991755,-24.66169,1349.331,-48.991755,-24.66169,3,,IBGE 2015 (Municipality admin center),de Castro et al. 2005,2005,,
4483,L. migonei,,L_migonei,Brazil,Paraná,Altônia,,NA (before 1978),NA (before 1978),0,,,4100509,-53.891974,-23.870881,661.56,-53.891974,-23.870881,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4484,L. whitmani,,L_whitmani,Brazil,Paraná,Altônia,,NA (before 1978),NA (before 1978),0,,,4100509,-53.891974,-23.870881,661.56,-53.891974,-23.870881,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4531,L. migonei,,L_migonei,Brazil,Paraná,Cambará,,NA (before 1978),NA (before 1978),0,,,4103602,-50.077571,-23.041266,366.174,-50.077571,-23.041266,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4532,L. whitmani,,L_whitmani,Brazil,Paraná,Cambará,,NA (before 1978),NA (before 1978),0,,,4103602,-50.077571,-23.041266,366.174,-50.077571,-23.041266,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4549,L. intermedia,,L_intermedia,Brazil,Paraná,Doutor Camargo,Marista Farm,1998,,,52°25' W,23°40' S,4107306,-52.222721,-23.555901,118.279,-52.225,-23.5583,2,,,Pinto et al. 2001,2001,,
4550,L. whitmani,,L_whitmani,Brazil,Paraná,Doutor Camargo,Marista Farm,1998,,,52°25' W,23°40' S,4107306,-52.222721,-23.555901,118.279,-52.225,-23.5583,2,,,Pinto et al. 2001,2001,,
4557,L. migonei,,L_migonei,Brazil,Paraná,Doutor Camargo,Recanto Marista,1998,,,,,4107306,-52.222721,-23.555901,118.279,-52.225,-23.5583,2,,,Teodoro et al. 2003b,2003,Mapas da localidade COMPLETAMENTE INUTEIS,
4565,L. neivai,,L_neivai,Brazil,Paraná,Doutor Camargo,Recanto Marista,1998,,,52º13’ W,23º33’ S,4107306,-52.222721,-23.555901,118.279,-52.225,-23.5583,2,,,Teodoro et al. 2003,2003,"Written in Portuguese, should be rechecked for additionational information",
4573,L. whitmani,,L_whitmani,Brazil,Paraná,Doutor Camargo,Recanto Marista,1998,,,,,4107306,-52.222721,-23.555901,118.279,-52.225,-23.5583,2,,,Teodoro et al. 2003b,2003,Mapas da localidade COMPLETAMENTE INUTEIS,
4587,L. migonei,,L_migonei,Brazil,Paraná,Foz do Iguaçu,,NA (before 1978),NA (before 1978),0,,,4108304,-54.587102,-25.542493,618.352,-54.587102,-25.542493,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4588,L. whitmani,,L_whitmani,Brazil,Paraná,Foz do Iguaçu,,NA (before 1978),NA (before 1978),0,,,4108304,-54.587102,-25.542493,618.352,-54.587102,-25.542493,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4591,L. migonei,,L_migonei,Brazil,Paraná,Guaraniaçu,,NA (before 1978),NA (before 1978),0,,,4109302,-52.869632,-25.09865,1225.606,-52.869632,-25.09865,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4594,L. migonei,,L_migonei,Brazil,Paraná,Guarapuava,,NA (before 1978),NA (before 1978),0,,,4109401,-51.463431,-25.393592,3178.649,-51.463431,-25.393592,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4598,L. migonei,,L_migonei,Brazil,Paraná,Imbituva,,NA (before 1978),NA (before 1978),0,,,4110102,-50.597473,-25.230613,756.535,-50.597473,-25.230613,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4624,L. whitmani,,L_whitmani,Brazil,Paraná,Jussara,Faz CMMP,1991,1991,0,,,4113007,-52.473041,-23.616327,210.869,-52.473041,-23.616327,3,,IBGE 2015 (Municipality admin center),Collection data: USP (Galati),,,
4625,L. migonei,,L_migonei,Brazil,Paraná,Jussara,Horto Florestal de Jussara,1988,1989,0,,,4113007,-52.473041,-23.616327,210.869,-52.473041,-23.616327,3,,IBGE 2015 (Municipality admin center),Aguiar et al. 1989,1989,"Written in Portuguese, should be rechecked for additionational information",
4626,L. neivai,,L_neivai,Brazil,Paraná,Jussara,Horto Florestal de Jussara,1988,1989,0,,,4113007,-52.473041,-23.616327,210.869,-52.473041,-23.616327,3,,IBGE 2015 (Municipality admin center),Aguiar et al. 1989,1989,"Written in Portuguese, should be rechecked for additionational information",
4627,L. whitmani,,L_whitmani,Brazil,Paraná,Jussara,Horto Florestal de Jussara,1988,1989,0,,,4113007,-52.473041,-23.616327,210.869,-52.473041,-23.616327,3,,IBGE 2015 (Municipality admin center),Aguiar et al. 1989,1989,"Written in Portuguese, should be rechecked for additionational information",
4628,L. migonei,,L_migonei,Brazil,Paraná,Jussara,Jussara Farm,1996,,,,,4113007,-52.473041,-23.616327,210.869,-52.473041,-23.616327,3,,IBGE 2015 (Municipality admin center),Teodoro et al. 2004,2004,,
4629,L. neivai,,L_neivai,Brazil,Paraná,Jussara,Jussara Farm,1996,,,,,4113007,-52.473041,-23.616327,210.869,-52.473041,-23.616327,3,,IBGE 2015 (Municipality admin center),Teodoro et al. 2004,2004,,
4630,L. whitmani,,L_whitmani,Brazil,Paraná,Jussara,Jussara Farm,1996,,,,,4113007,-52.473041,-23.616327,210.869,-52.473041,-23.616327,3,,IBGE 2015 (Municipality admin center),Teodoro et al. 2004,2004,,
4631,L. migonei,,L_migonei,Brazil,Paraná,Jussara,,1988,1988,0,,,4113007,-52.473041,-23.616327,210.869,-52.473041,-23.616327,3,,IBGE 2015 (Municipality admin center),Collection data: USP (Galati),,,
4634,L. migonei,,L_migonei,Brazil,Paraná,Londrina,Faz Godoy,1976,1976,0,,,4113700,-51.162773,-23.312156,1652.569,-51.162773,-23.312156,3,,IBGE 2015 (Municipality admin center),Collection data: USP (Galati),,,
4635,L. whitmani,,L_whitmani,Brazil,Paraná,Londrina,Faz Godoy,1976,1976,0,,,4113700,-51.162773,-23.312156,1652.569,-51.162773,-23.312156,3,,IBGE 2015 (Municipality admin center),Collection data: USP (Galati),,,
4636,L. whitmani,,L_whitmani,Brazil,Paraná,Londrina,Faz Irmãos Godoy,1974,1974,0,,,4113700,-51.162773,-23.312156,1652.569,-51.162773,-23.312156,3,,IBGE 2015 (Municipality admin center),Collection data: USP (Galati),,,
4650,L. whitmani,,L_whitmani,Brazil,Paraná,Maringá,Borba Gato,2000,,,51°57’39”,23°27’10”S,4115200,-51.939882,-23.42228,487.052,-51.96083,-23.45277,2,,,Santos et al. 2009,2009,"Written in Portuguese, should be rechecked for additionational information",
4651,L. migonei,,L_migonei,Brazil,Paraná,Maringá,Bosque Dois,1995,,,,,4115200,-51.939882,-23.42228,487.052,-51.944387,-23.431751,1,coordinates,Cited in ref,Teodoro et al. 1998,1998,Mapas com pontos de coleta,
4652,L. whitmani,,L_whitmani,Brazil,Paraná,Maringá,Bosque Dois,1995,,,,,4115200,-51.939882,-23.42228,487.052,-51.944387,-23.431751,1,coordinates,Cited in ref,Teodoro et al. 1998,1998,Mapas com pontos de coleta,
4653,L. migonei,,L_migonei,Brazil,Paraná,Maringá,Horto Florestal,1995,,,,,4115200,-51.939882,-23.42228,487.052,-51.96848,-23.43484,1,coordinates,Cited in ref,Teodoro et al. 1998,1998,Mapas com pontos de coleta,
4654,L. neivai,,L_neivai,Brazil,Paraná,Maringá,Horto Florestal,2000,,,,,4115200,-51.939882,-23.42228,487.052,-51.96848,-23.43484,2,,,Santos et al. 2009,2009,"Written in Portuguese, should be rechecked for additionational information",
4655,L. whitmani,,L_whitmani,Brazil,Paraná,Maringá,Horto Florestal,2000,,,51°57’50”W,23°26’06”S,4115200,-51.939882,-23.42228,487.052,-51.96848,-23.43484,2,,,Santos et al. 2009,2009,"Written in Portuguese, should be rechecked for additionational information",
4656,L. whitmani,,L_whitmani,Brazil,Paraná,Maringá,Horto Florestal,1995,,,,,4115200,-51.939882,-23.42228,487.052,-51.96848,-23.43484,1,coordinates,Cited in ref,Teodoro et al. 1998,1998,Mapas com pontos de coleta,
4657,L. migonei,,L_migonei,Brazil,Paraná,Maringá,Parque do Ingá,1995,,,51°25' W,23°25' S,4115200,-51.939882,-23.42228,487.052,-51.929254,-23.430236,1,coordinates,Cited in ref,Teodoro et al. 1998,1998,Mapas com pontos de coleta,
4658,L. migonei,,L_migonei,Brazil,Paraná,Maringá,Parque do Ingá,1998,,,,,4115200,-51.939882,-23.42228,487.052,-51.929254,-23.430236,1,coordinates,Cited in ref,Teodoro et al. 2003,2003,Mapas com pontos de coleta,
4659,L. neivai,,L_neivai,Brazil,Paraná,Maringá,Parque do Ingá,1998,,,51°25’ W,23°25’ S,4115200,-51.939882,-23.42228,487.052,-51.929254,-23.430236,1,coordinates,Cited in ref,Teodoro et al. 2003,2003,"Written in Portuguese, should be rechecked for additionational information",
4660,L. whitmani,,L_whitmani,Brazil,Paraná,Maringá,Parque do Ingá,1995,,,51°25' W,23°25' S,4115200,-51.939882,-23.42228,487.052,-51.929254,-23.430236,1,coordinates,Cited in ref,Teodoro et al. 1998,1998,Mapas com pontos de coleta,
4661,L. whitmani,,L_whitmani,Brazil,Paraná,Maringá,Parque do Ingá,1998,,,,,4115200,-51.939882,-23.42228,487.052,-51.929254,-23.430236,1,coordinates,Cited in ref,Teodoro et al. 2003,2003,Mapas com pontos de coleta,
4662,L. whitmani,,L_whitmani,Brazil,Paraná,Maringá,,,,,,,4115200,-51.939882,-23.42228,487.052,-51.939882,-23.42228,3,,IBGE 2015 (Municipality admin center),Ishikawa et al. 1999,1999,,
4669,L. migonei,,L_migonei,Brazil,Paraná,Morretes,IAPAR: Agronomic Institute of Paraná Reserve,1995,,,48o 50’ 04” W,25o 28’37” S,4116208,-48.831539,-25.478482,684.58,-48.831539,-25.478482,3,,IBGE 2015 (Municipality admin center),Marcondes et al. 2001,2001,,
4679,L. migonei,,L_migonei,Brazil,Paraná,Nova Esperança,,NA (before 1978),NA (before 1978),0,,,4116901,-52.204866,-23.184251,401.587,-52.204866,-23.184251,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4685,L. migonei,,L_migonei,Brazil,Paraná,Paranavaí,,NA (before 1978),NA (before 1978),0,,,4118402,-52.462402,-23.081879,1202.266,-52.462402,-23.081879,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4686,L. migonei,,L_migonei,Brazil,Paraná,Peabiru,,NA (before 1978),NA (before 1978),0,,,4118808,-52.347896,-23.914126,468.595,-52.347896,-23.914126,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4718,L. migonei,,L_migonei,Brazil,Paraná,Salto do Itararé,,NA (before 1978),NA (before 1978),0,,,4122909,-49.63075,-23.605757,200.52,-49.63075,-23.605757,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4719,L. migonei,,L_migonei,Brazil,Paraná,Santa Cruz de Monte Castelo,,NA (before 1978),NA (before 1978),0,,,4123303,-53.297306,-22.958582,442.013,-53.297306,-22.958582,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4720,L. whitmani,,L_whitmani,Brazil,Paraná,Santa Cruz de Monte Castelo,,NA (before 1978),NA (before 1978),0,,,4123303,-53.297306,-22.958582,442.013,-53.297306,-22.958582,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4727,L. migonei,,L_migonei,Brazil,Paraná,Santo Antônio do Sudoeste,,NA (before 1978),NA (before 1978),0,,,4124400,-53.723083,-26.074975,325.651,-53.723083,-26.074975,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4731,L. migonei,,L_migonei,Brazil,Paraná,São Jorge do Ivaí,Nossa Senhora Aparecida farm,1992,,,,,4125308,-52.294342,-23.435458,315.088,-52.294342,-23.435458,3,,IBGE 2015 (Municipality admin center),Teodoro et al. 1997,1997,"Written in Portuguese, should be rechecked for additionational information",
4732,L. neivai,,L_neivai,Brazil,Paraná,São Jorge do Ivaí,Nossa Senhora Aparecida farm,1992,,,,,4125308,-52.294342,-23.435458,315.088,-52.294342,-23.435458,3,,IBGE 2015 (Municipality admin center),Teodoro et al. 1997,1997,"Written in Portuguese, should be rechecked for additionational information",
4733,L. whitmani,,L_whitmani,Brazil,Paraná,São Jorge do Ivaí,Nossa Senhora Aparecida farm,1992,,,,,4125308,-52.294342,-23.435458,315.088,-52.294342,-23.435458,3,,IBGE 2015 (Municipality admin center),Teodoro et al. 1997,1997,"Written in Portuguese, should be rechecked for additionational information",
4746,L. migonei,,L_migonei,Brazil,Paraná,Terra Boa,Fazenda Palmital,1986,,,52°25' W,23°45' S,4127205,-52.462142,-23.766833,320.85,-52.425,-23.75833,2,,,Teodoro et al. 1991,1991,"Written in Portuguese, should be rechecked for additionational information",
4747,L. migonei,,L_migonei,Brazil,Paraná,Terra Boa,Fazenda Palmital,1988,,,52°25' W,23°45' S,4127205,-52.462142,-23.766833,320.85,-52.425,-23.75833,2,,,Teodoro et al. 1993,1993,"Written in Portuguese, should be rechecked for additionational information",
4748,L. migonei,,L_migonei,Brazil,Paraná,Terra Boa,Fazenda Palmital,1988,,,52°25' W,23°45' S,4127205,-52.462142,-23.766833,320.85,-52.425,-23.75833,2,,,Teodoro et al. 1999,1999,Mapa da localidade,
4749,L. neivai,,L_neivai,Brazil,Paraná,Terra Boa,Fazenda Palmital,1986,,,52°25' W,23°45' S,4127205,-52.462142,-23.766833,320.85,-52.425,-23.75833,2,,,Teodoro et al. 1991,1991,"Written in Portuguese, should be rechecked for additionational information",
4750,L. neivai,,L_neivai,Brazil,Paraná,Terra Boa,Fazenda Palmital,1997,,,52°26’ W,23°45’ S,4127205,-52.462142,-23.766833,320.85,-52.425,-23.75833,2,,,Teodoro et al. 1999,1999,"Written in Portuguese, should be rechecked for additionational information",
4751,L. whitmani,,L_whitmani,Brazil,Paraná,Terra Boa,Fazenda Palmital,1996,,,52°25'W,23°40'S,4127205,-52.462142,-23.766833,320.85,-52.425,-23.75833,2,,,Campbell-Lendrum et al. 1999,1999,,
4752,L. whitmani,,L_whitmani,Brazil,Paraná,Terra Boa,Fazenda Palmital,1996,,,52°25'W,23°40'S,4127205,-52.462142,-23.766833,320.85,-52.425,-23.75833,2,,,Campbell-Lendrum et al. 2000,2000,,
4753,L. whitmani,,L_whitmani,Brazil,Paraná,Terra Boa,Fazenda Palmital,1986,,,52°25' W,23°45' S,4127205,-52.462142,-23.766833,320.85,-52.425,-23.75833,2,,,Teodoro et al. 1991,1991,"Written in Portuguese, should be rechecked for additionational information",
4754,L. whitmani,,L_whitmani,Brazil,Paraná,Terra Boa,Fazenda Palmital,1988,,,52°25' W,23°45' S,4127205,-52.462142,-23.766833,320.85,-52.425,-23.75833,2,,,Teodoro et al. 1993,1993,"Written in Portuguese, should be rechecked for additionational information",
4755,L. whitmani,,L_whitmani,Brazil,Paraná,Terra Boa,Fazenda Palmital,1988,,,52°25' W,23°45' S,4127205,-52.462142,-23.766833,320.85,-52.425,-23.75833,2,,,Teodoro et al. 1999,1999,Mapa da localidade,
4756,L. neivai,,L_neivai,Brazil,Paraná,Terra Boa,Fazenda Palmital Companhia Melhoramentos Norte do Paraná,1988,,,,,4127205,-52.462142,-23.766833,320.85,-52.425,-23.75833,2,,,Teodoro et al. 1993,1993,"Written in Portuguese, should be rechecked for additionational information",
4757,L. intermedia,,L_neivai,Brazil,Paraná,Terra Boa,Palmital Farm,1998,,,,,4127205,-52.462142,-23.766833,320.85,-52.425,-23.75833,2,,,Pinto et al. 2001,2001,,
4758,L. whitmani,,L_whitmani,Brazil,Paraná,Terra Boa,Palmital Farm,1998,,,,,4127205,-52.462142,-23.766833,320.85,-52.425,-23.75833,2,,,Pinto et al. 2001,2001,,
4776,L. migonei,,L_migonei,Brazil,Paraná,Uraí,Perianito (Pirianito),NA (before 1978),NA (before 1978),0,,,4128401,-50.797365,-23.200159,237.81,-50.797365,-23.200159,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4777,L. whitmani,,L_whitmani,Brazil,Paraná,Uraí,Perianito (Pirianito),NA (before 1978),NA (before 1978),0,,,4128401,-50.797365,-23.200159,237.81,-50.797365,-23.200159,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4782,L. wellcomei,MF,L_complexa,Brazil,Pernambuco,Abreu e Lima,"CIMNC (citado como Paudalho, mas o município é Abreu e Lima)",1996,,,,,2600054,-34.899131,-7.904449,126.193,-35.1082,-7.8332,2,,,Brandão-Filho et al. 1998,1998,Dantas Torres et al (2010) say that these specimens are actually L. complexa,
4785,L. complexa,MF,L_complexa,Brazil,Pernambuco,Amaraji,Refrigério e Tranquilidade,1996,,,,,2600906,-35.450773,-8.378487,234.956,-35.4754,-8.4466,2,,,Balbino et al. 2005b,2005,,
4790,L. whitmani,,L_whitmani,Brazil,Pernambuco,Amaraji,Refrigério e Tranquilidade,1996,,,,,2600906,-35.450773,-8.378487,234.956,-35.4754,-8.4466,2,,,Balbino et al. 2005b,2005,Coordenadas aproximadas pela imagem em Brandão Filho et al 2011,
4791,L. whitmani,,L_whitmani,Brazil,Pernambuco,Amaraji,Refrigério e Tranquilidade,1991,,,,,2600906,-35.450773,-8.378487,234.956,-35.4754,-8.4466,2,,,Brandão-Filho et al. 1994,1994,,
4794,L. whitmani,,L_whitmani,Brazil,Pernambuco,Amaraji,Refrigério near Amaraji,,,,,,2600906,-35.450773,-8.378487,234.956,-35.4754,-8.4466,2,,,Ishikawa et al. 1999,1999,,
4795,L. whitmani,,L_whitmani,Brazil,Pernambuco,Amaraji,Refrigério village,1997,,,35°27'W,8°23'S,2600906,-35.450773,-8.378487,234.956,-35.4754,-8.4466,2,,,Campbell-Lendrum et al. 1999,1999,see Brandao Filho et al. 1994 for locality,
4796,L. whitmani,,L_whitmani,Brazil,Pernambuco,Amaraji,Refrigério village,1996,,,35°27'W,8°23'S,2600906,-35.450773,-8.378487,234.956,-35.4754,-8.4466,2,,,Campbell-Lendrum et al. 2000,2000,see Brandao Filho et al. 1994 for locality,
4803,L. complexa,MF,L_complexa,Brazil,Pernambuco,Cortês,"Seringal Ouro, Estrada Rio Branco, Sena Madureira",1995,1995,0,,,2604809,-35.541587,-8.475151,101.316,-35.541587,-8.475151,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
4806,L. longipalpis,,L_longipalpis,Brazil,Pernambuco,Custódia,,NA (before 1978),NA (before 1978),0,,,2605103,-37.641097,-8.089002,1404.127,-37.641097,-8.089002,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4808,L. longipalpis,,L_longipalpis,Brazil,Pernambuco,Exu,,NA (before 1978),NA (before 1978),0,,,2605301,-39.722728,-7.516307,1337.495,-39.722728,-7.516307,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4810,L. longipalpis,,L_longipalpis,Brazil,Pernambuco,Floresta,,NA (before 1978),NA (before 1978),0,,,2605707,-38.571239,-8.600827,3644.168,-38.571239,-8.600827,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4813,L. longipalpis,,L_longipalpis,Brazil,Pernambuco,Gravatá,,NA (before 1978),NA (before 1978),0,,,2606408,-35.571492,-8.206,506.785,-35.571492,-8.206,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4815,L. whitmani,,L_whitmani,Brazil,Pernambuco,Gravatá,,NA (before 1978),NA (before 1978),0,,,2606408,-35.571492,-8.206,506.785,-35.571492,-8.206,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4816,L. wellcomei,NA,doubtful,Brazil,Pernambuco,Igarassu,Refúgio Ecológico Charles Darwin,1999,,,,,2606804,-34.910583,-7.828372,305.56,-34.87398,-7.82806,2,,,Silva & Vasconcelos 2005,2005,,
4818,L. whitmani,,L_whitmani,Brazil,Pernambuco,Igarassu,,1979,,,,,2606804,-34.910583,-7.828372,305.56,-34.910583,-7.828372,3,,IBGE 2015 (Municipality admin center),Brito et al. 2012,2012,Artigo de revisão citando Lucena et al 1984,
4820,L. whitmani,,L_whitmani,Brazil,Pernambuco,Igarassu,,NA (before 1978),NA (before 1978),0,,,2606804,-34.910583,-7.828372,305.56,-34.910583,-7.828372,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4837,L. whitmani,,L_whitmani,Brazil,Pernambuco,Jaboatão dos Guararapes,,NA (before 1978),NA (before 1978),0,,,2607901,-34.921173,-8.165391,258.694,-34.921173,-8.165391,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4840,L. whitmani,,L_whitmani,Brazil,Pernambuco,Moreno,,NA (before 1978),NA (before 1978),0,,,2609402,-35.094869,-8.118695,196.072,-35.094869,-8.118695,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4841,L. whitmani,,L_whitmani,Brazil,Pernambuco,NA,Engenho d’Aldeia,NA (before 1978),NA (before 1978),0,,,NA,NA,NA,NA,NA,NA,NA,,NA,Martins et al. 1978,1978,not a municipality name,
4844,L. whitmani,,L_whitmani,Brazil,Pernambuco,Nazaré da Mata,,NA (before 1978),NA (before 1978),0,,,2609501,-35.221339,-7.737688,130.572,-35.221339,-7.737688,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4846,L. longipalpis,,L_longipalpis,Brazil,Pernambuco,Olinda,,NA (before 1978),NA (before 1978),0,,,2609600,-34.86131,-7.99266,41.681,-34.86131,-7.99266,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4851,L. whitmani,,L_whitmani,Brazil,Pernambuco,Paudalho,,NA (before 1978),NA (before 1978),0,,,2610608,-35.179151,-7.897135,274.774,-35.179151,-7.897135,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4852,L. whitmani,,L_whitmani,Brazil,Pernambuco,Paulista,Maranguape,NA (before 1978),NA (before 1978),0,,,2610707,-34.884792,-7.943188,97.312,-34.866148,-7.947095,2,,Google Earth,Martins et al. 1978,1978,,
4855,L. whitmani,,L_whitmani,Brazil,Pernambuco,Paulista,,NA (before 1978),NA (before 1978),0,,,2610707,-34.884792,-7.943188,97.312,-34.884792,-7.943188,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4857,L. migonei,,L_migonei,Brazil,Pernambuco,Pesqueira,,NA (before 1978),NA (before 1978),0,,,2610905,-36.695515,-8.355456,980.874,-36.695515,-8.355456,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4860,L. intermedia,,L_intermedia,Brazil,Pernambuco,Quipapá,,NA (before 1978),NA (before 1978),0,,,2611507,-36.01199,-8.827885,230.617,-36.01199,-8.827885,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4862,L. migonei,,L_migonei,Brazil,Pernambuco,Quipapá,,NA (before 1978),NA (before 1978),0,,,2611507,-36.01199,-8.827885,230.617,-36.01199,-8.827885,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4864,L. whitmani,,L_whitmani,Brazil,Pernambuco,Quipapá,,NA (before 1978),NA (before 1978),0,,,2611507,-36.01199,-8.827885,230.617,-36.01199,-8.827885,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
4865,L. umbratilis,,L_umbratilis,Brazil,Pernambuco,Recife,"Mata de Dois Irmãos, próxima à Universidade Federal Rural de Pernambuco",1999,,,34º56’00'’W,8º00’00'’S,2611606,-34.888942,-8.062762,218.435,-34.945447,-8.005556,2,,,Silva & Vasconcelos 2005,2005,,
4875,L. umbratilis,,L_umbratilis,Brazil,Pernambuco,Recife,Parque Dois Irmãos,1999,,,,,2611606,-34.888942,-8.062762,218.435,-34.945447,-8.005556,2,,,Balbino et al. 2001,2001,,
